dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size,size_bytes,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi
ds005095,0,0,0,,Unknown,Unknown,0,Unknown,15336165155.0,openneuro,STERNBERG DIFFICULT,eeg,"[{""val"": 63, ""count"": 48}]","[{""val"": 1000.0, ""count"": 48}]",CC0,doi:10.18112/openneuro.ds005095.v1.0.1
ds005106,0,0,0,,Unknown,Unknown,0,Unknown,1331391470.0,openneuro,200 Objects Infants EEG,eeg,"[{""val"": 33, ""count"": 42}]","[{""val"": 500.0, ""count"": 42}]",CC0,doi:10.18112/openneuro.ds005106.v1.5.0
ds005107,0,0,0,,Unknown,Unknown,0,Unknown,29613455000.0,openneuro,FACE-DEC,meg,"[{""val"": 65, ""count"": 350}]","[{""val"": 1000.0, ""count"": 350}]",CC0,doi:10.18112/openneuro.ds005107.v2.0.0
ds005114,0,0,0,,Unknown,Unknown,0,Unknown,59996318346.0,openneuro,EEG: DPX Cog Ctl Task in Acute Mild TBI,eeg,"[{""val"": 65, ""count"": 217}, {""val"": 64, ""count"": 6}]","[{""val"": 500.0, ""count"": 223}]",CC0,doi:10.18112/openneuro.ds005114.v1.0.0
ds005121,0,0,0,,Unknown,Unknown,0,Unknown,9711091695.0,openneuro,Siefert2024,eeg,"[{""val"": 65, ""count"": 39}]","[{""val"": 512.0, ""count"": 39}]",CC0,doi:10.18112/openneuro.ds005121.v1.0.2
ds005131,0,0,0,,Unknown,Unknown,0,Unknown,23996523766.0,openneuro,Evoked responses to elevated sounds,eeg,"[{""val"": 64, ""count"": 63}]","[{""val"": 500.0, ""count"": 63}]",CC0,doi:10.18112/openneuro.ds005131.v1.0.1
ds005169,0,0,0,,Unknown,Unknown,0,Unknown,4322721427.0,openneuro,Dataset of intracranial EEG during cortical stimulation evoking visual effects,ieeg,"[{""val"": 82, ""count"": 19}, {""val"": 94, ""count"": 9}, {""val"": 101, ""count"": 6}, {""val"": 95, ""count"": 5}, {""val"": 136, ""count"": 5}, {""val"": 102, ""count"": 5}, {""val"": 193, ""count"": 5}, {""val"": 70, ""count"": 4}, {""val"": 40, ""count"": 4}, {""val"": 85, ""count"": 3}, {""val"": 184, ""count"": 3}, {""val"": 83, ""count"": 3}, {""val"": 84, ""count"": 3}, {""val"": 79, ""count"": 3}, {""val"": 143, ""count"": 2}, {""val"": 106, ""count"": 2}, {""val"": 104, ""count"": 2}, {""val"": 58, ""count"": 2}, {""val"": 91, ""count"": 2}, {""val"": 96, ""count"": 1}, {""val"": 88, ""count"": 1}, {""val"": 113, ""count"": 1}, {""val"": 71, ""count"": 1}, {""val"": 92, ""count"": 1}, {""val"": 99, ""count"": 1}, {""val"": 105, ""count"": 1}, {""val"": 100, ""count"": 1}, {""val"": 80, ""count"": 1}, {""val"": 144, ""count"": 1}, {""val"": 39, ""count"": 1}, {""val"": 76, ""count"": 1}, {""val"": 38, ""count"": 1}, {""val"": 109, ""count"": 1}, {""val"": 98, ""count"": 1}, {""val"": 160, ""count"": 1}, {""val"": 29, ""count"": 1}, {""val"": 186, ""count"": 1}, {""val"": 69, ""count"": 1}, {""val"": 89, ""count"": 1}, {""val"": 103, ""count"": 1}, {""val"": 188, ""count"": 1}, {""val"": 86, ""count"": 1}, {""val"": 81, ""count"": 1}, {""val"": 114, ""count"": 1}]","[{""val"": 4096.0, ""count"": 112}]",CC0,doi:10.18112/openneuro.ds005169.v1.0.0
ds005170,0,0,0,,Unknown,Unknown,0,Unknown,281069214220.0,openneuro,Chisco,['eeg'],"[{""val"": null, ""count"": 225}]","[{""val"": null, ""count"": 225}]",CC0,doi:10.18112/openneuro.ds005170.v1.1.2
ds005178,0,0,0,,Unknown,Unknown,0,Unknown,27636341897.0,openneuro,Ear-EEG Sleep Monitoring 2023 (EESM23),eeg,"[{""val"": 4, ""count"": 120}, {""val"": 13, ""count"": 20}]","[{""val"": 250.0, ""count"": 140}]",CC0,doi:10.18112/openneuro.ds005178.v1.0.0
ds005185,0,0,0,,Unknown,Unknown,0,Unknown,841007194000.0,openneuro,Ear-EEG Sleep Monitoring 2019 (EESM19),['eeg'],"[{""val"": null, ""count"": 200}, {""val"": 25, ""count"": 156}]","[{""val"": null, ""count"": 200}, {""val"": 500.0, ""count"": 156}]",CC0,doi:10.18112/openneuro.ds005185.v1.0.2
ds005189,0,0,0,,Unknown,Unknown,0,Unknown,17255876906.0,openneuro,Search Superiority Recollection Familiarity,eeg,"[{""val"": 61, ""count"": 30}]","[{""val"": 1000.0, ""count"": 30}]",CC0,doi:10.18112/openneuro.ds005189.v1.0.1
ds005207,0,0,0,,Unknown,Unknown,0,Unknown,74214933936.0,openneuro,Surrey cEEGrid sleep data set,['eeg'],"[{""val"": 13, ""count"": 8}, {""val"": 24, ""count"": 6}, {""val"": 20, ""count"": 5}, {""val"": 11, ""count"": 5}, {""val"": 27, ""count"": 4}, {""val"": 18, ""count"": 3}, {""val"": 21, ""count"": 3}, {""val"": 15, ""count"": 2}, {""val"": 23, ""count"": 2}, {""val"": 22, ""count"": 1}]","[{""val"": 128.0, ""count"": 20}, {""val"": 250.0, ""count"": 19}]",CC0,doi:10.18112/openneuro.ds005207.v1.0.0
ds005241,0,0,0,,Unknown,Unknown,0,Unknown,150840187101.0,openneuro,NeuroMorph: A High-Temporal Resolution MEG Dataset for Morpheme-Based Linguistic Analysis,['meg'],"[{""val"": 256, ""count"": 117}]","[{""val"": null, ""count"": 90}, {""val"": 1000.0, ""count"": 27}]",CC0,doi:10.18112/openneuro.ds005241.v1.1.0
ds005261,0,0,0,,Unknown,Unknown,0,Unknown,241627984984.0,openneuro,Gloups_MEG,['meg'],"[{""val"": 248, ""count"": 71}, {""val"": 278, ""count"": 31}, {""val"": 245, ""count"": 24}, {""val"": null, ""count"": 2}]","[{""val"": null, ""count"": 90}, {""val"": 2034.5100996195154, ""count"": 31}, {""val"": 2034.5101318359375, ""count"": 7}]",CC0,doi:10.18112/openneuro.ds005261.v3.0.0
ds005262,0,0,0,,Unknown,Unknown,0,Unknown,722210589.0,openneuro,ArEEG: Arabic Inner Speech EEG dataset,eeg,"[{""val"": 8, ""count"": 186}]","[{""val"": 250.0, ""count"": 186}]",CC0,doi:10.18112/openneuro.ds005262.v1.0.1
ds005273,0,0,0,,Unknown,Unknown,0,Unknown,47693520085.0,openneuro,Neural representation of consciously seen and unseen information,['eeg'],"[{""val"": 63, ""count"": 33}]","[{""val"": 1000.0, ""count"": 33}]",CC0,doi:10.18112/openneuro.ds005273.v1.0.0
ds005274,0,0,0,,Unknown,Unknown,0,Unknown,75466138.0,openneuro,UV_EEG,['eeg'],"[{""val"": 6, ""count"": 22}]","[{""val"": 500.0, ""count"": 22}]",CC0,doi:10.18112/openneuro.ds005274.v1.0.0
ds005279,0,0,0,,Unknown,Unknown,0,Unknown,63222442220.0,openneuro,Picture-Word Interference Dataset,['meg'],"[{""val"": null, ""count"": 120}]","[{""val"": 1200.0, ""count"": 90}, {""val"": null, ""count"": 30}]",CC0,doi:10.18112/openneuro.ds005279.v1.0.3
ds005280,0,0,0,,Unknown,Unknown,0,Unknown,45503186303.0,openneuro,223 By BP,eeg,"[{""val"": 64, ""count"": 669}]","[{""val"": 1000.0, ""count"": 669}]",CC0,doi:10.18112/openneuro.ds005280.v1.0.0
ds005284,0,0,0,,Unknown,Unknown,0,Unknown,1784094196.0,openneuro,26 By Biosemi,eeg,"[{""val"": 64, ""count"": 26}]","[{""val"": 1024.0, ""count"": 25}, {""val"": 2048.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds005284.v1.0.0
ds005285,0,0,0,,Unknown,Unknown,0,Unknown,12705224701.0,openneuro,29 By ANT,eeg,"[{""val"": 32, ""count"": 116}]","[{""val"": 1000.0, ""count"": 116}]",CC0,doi:10.18112/openneuro.ds005285.v1.0.0
ds005286,0,0,0,,Unknown,Unknown,0,Unknown,10042737622.0,openneuro,30 By ANT,eeg,"[{""val"": 32, ""count"": 30}]","[{""val"": 1000.0, ""count"": 30}]",CC0,doi:10.18112/openneuro.ds005286.v1.0.0
ds005289,0,0,0,,Unknown,Unknown,0,Unknown,7636421599.0,openneuro,39 By BP,['eeg'],"[{""val"": 64, ""count"": 195}]","[{""val"": 1000.0, ""count"": 195}]",CC0,doi:10.18112/openneuro.ds005289.v1.0.0
ds005291,0,0,0,,Unknown,Unknown,0,Unknown,21968960012.0,openneuro,65 By ANT,eeg,"[{""val"": 32, ""count"": 65}]","[{""val"": 1000.0, ""count"": 65}]",CC0,doi:10.18112/openneuro.ds005291.v1.0.0
ds005292,0,0,0,,Unknown,Unknown,0,Unknown,54603307745.0,openneuro,142 by Biosemi,eeg,"[{""val"": 64, ""count"": 426}]","[{""val"": 1024.0, ""count"": 420}, {""val"": 2048.0, ""count"": 6}]",CC0,doi:10.18112/openneuro.ds005292.v1.0.0
ds005293,0,0,0,,Unknown,Unknown,0,Unknown,106171437197.0,openneuro,95 By BP,eeg,"[{""val"": 60, ""count"": 570}]","[{""val"": 1000.0, ""count"": 570}]",CC0,doi:10.18112/openneuro.ds005293.v1.0.0
ds005296,0,0,0,,Unknown,Unknown,0,Unknown,9154606091.0,openneuro,Sentence semantic and syntactic violations,eeg,"[{""val"": 32, ""count"": 62}]","[{""val"": 500.0, ""count"": 62}]",CC0,doi:10.18112/openneuro.ds005296.v1.0.0
ds005305,0,0,0,,Unknown,Unknown,0,Unknown,6850532958.0,openneuro,EEG Resting-state Microstates Correlates of Executive Functions,eeg,"[{""val"": 64, ""count"": 165}]","[{""val"": 512.0, ""count"": 164}, {""val"": 2048.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds005305.v1.0.1
ds005307,0,0,0,,Unknown,Unknown,0,Unknown,19411390126.0,openneuro,Laser-evoked potentials in the human spinal cord and cortex,['eeg'],"[{""val"": 77, ""count"": 50}, {""val"": 109, ""count"": 18}, {""val"": 110, ""count"": 5}]","[{""val"": 10000.0, ""count"": 73}]",CC0,doi:10.18112/openneuro.ds005307.v1.0.1
ds005340,0,0,0,,Unknown,Unknown,0,Unknown,10172114688.0,openneuro,Fundamental frequency predominantly drives talker differences in auditory brainstem responses to continuous speech,['eeg'],"[{""val"": 2, ""count"": 15}]","[{""val"": 10000.0, ""count"": 15}]",CC0,doi:10.18112/openneuro.ds005340.v1.0.4
ds005342,0,0,0,,Unknown,Unknown,0,Unknown,2181595802.0,openneuro,EEG data offline and online during motor imagery for standing and sitting,eeg,"[{""val"": 17, ""count"": 32}]","[{""val"": 250.0, ""count"": 32}]",CC0,doi:10.18112/openneuro.ds005342.v1.0.3
ds005343,0,0,0,,Unknown,Unknown,0,Unknown,24373540791.0,openneuro,Gaffrey Lab Infant Microstates and Attention,eeg,"[{""val"": 129, ""count"": 43}]","[{""val"": 1000.0, ""count"": 43}]",CC0,doi:10.18112/openneuro.ds005343.v1.0.0
ds005345,0,0,0,,Unknown,Unknown,0,Unknown,174527101942.0,openneuro,Le Petit Prince (LPP) Multi-talker: Naturalistic 7T fMRI and EEG Dataset,eeg,"[{""val"": 64, ""count"": 26}]","[{""val"": 500.0, ""count"": 26}]",CC0,doi:10.18112/openneuro.ds005345.v1.0.1
ds005346,0,0,0,,Unknown,Unknown,0,Unknown,120452367848.0,openneuro,Naturalistic fMRI and MEG recordings during viewing of a reality TV show,['meg'],"[{""val"": 66, ""count"": 72}, {""val"": 65, ""count"": 18}]","[{""val"": 1000.0, ""count"": 90}]",CC0,doi:10.18112/openneuro.ds005346.v1.0.5
ds005356,0,0,0,,Unknown,Unknown,0,Unknown,174385672419.0,openneuro,MEG: Major Depression & Probabilistic Learning Task,['meg'],"[{""val"": 396, ""count"": 113}, {""val"": 450, ""count"": 2}, {""val"": null, ""count"": 1}]","[{""val"": null, ""count"": 61}, {""val"": 1000.0, ""count"": 55}]",CC0,doi:10.18112/openneuro.ds005356.v1.5.0
ds005363,0,0,0,,Unknown,Unknown,0,Unknown,19011100939.0,openneuro,Object recognition in healthy aging (ORHA) - EEG,['eeg'],"[{""val"": 64, ""count"": 43}]","[{""val"": 1000.0, ""count"": 43}]",CC0,doi:10.18112/openneuro.ds005363.v1.0.0
ds005383,0,0,0,,Unknown,Unknown,0,Unknown,375577954.0,openneuro,"TMNRED, A Chinese Language EEG Dataset for Fuzzy Semantic Target Identification in Natural Reading Environments",['eeg'],"[{""val"": 31, ""count"": 240}]","[{""val"": 200.0, ""count"": 240}]",CC0,doi:10.18112/openneuro.ds005383.v1.0.0
ds005385,0,0,0,,Unknown,Unknown,0,Unknown,79529430433.0,openneuro,Resting-state EEG data before and after cognitive activity across the adult lifespan and a 5-year follow-up,eeg,"[{""val"": 64, ""count"": 3264}]","[{""val"": 1000.0, ""count"": 3264}]",CC0,doi:10.18112/openneuro.ds005385.v1.0.3
ds005397,0,0,0,,Unknown,Unknown,0,Unknown,12872404161.0,openneuro,Affordances of stairs,eeg,"[{""val"": 64, ""count"": 26}]","[{""val"": 500.0, ""count"": 26}]",CC0,doi:10.18112/openneuro.ds005397.v1.0.4
ds005398,0,0,0,,Unknown,Unknown,0,Unknown,109728386447.0,openneuro,Open iEEG Dataset,ieeg,"[{""val"": 128, ""count"": 30}, {""val"": 112, ""count"": 20}, {""val"": 108, ""count"": 8}, {""val"": 104, ""count"": 8}, {""val"": 118, ""count"": 6}, {""val"": 102, ""count"": 5}, {""val"": 124, ""count"": 5}, {""val"": 106, ""count"": 5}, {""val"": 120, ""count"": 4}, {""val"": 132, ""count"": 4}, {""val"": 138, ""count"": 4}, {""val"": 64, ""count"": 4}, {""val"": 100, ""count"": 4}, {""val"": 122, ""count"": 3}, {""val"": 114, ""count"": 3}, {""val"": 116, ""count"": 3}, {""val"": 110, ""count"": 3}, {""val"": 130, ""count"": 3}, {""val"": 98, ""count"": 2}, {""val"": 74, ""count"": 2}, {""val"": 58, ""count"": 2}, {""val"": 94, ""count"": 2}, {""val"": 86, ""count"": 2}, {""val"": 107, ""count"": 2}, {""val"": 70, ""count"": 2}, {""val"": 140, ""count"": 2}, {""val"": 79, ""count"": 2}, {""val"": 96, ""count"": 2}, {""val"": 73, ""count"": 2}, {""val"": 76, ""count"": 2}, {""val"": 126, ""count"": 2}, {""val"": 144, ""count"": 2}, {""val"": 77, ""count"": 2}, {""val"": 150, ""count"": 2}, {""val"": 99, ""count"": 1}, {""val"": 136, ""count"": 1}, {""val"": 32, ""count"": 1}, {""val"": 60, ""count"": 1}, {""val"": 62, ""count"": 1}, {""val"": 44, ""count"": 1}, {""val"": 149, ""count"": 1}, {""val"": 80, ""count"": 1}, {""val"": 40, ""count"": 1}, {""val"": 45, ""count"": 1}, {""val"": 133, ""count"": 1}, {""val"": 69, ""count"": 1}, {""val"": 33, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 63, ""count"": 1}, {""val"": 93, ""count"": 1}, {""val"": 109, ""count"": 1}, {""val"": 34, ""count"": 1}, {""val"": 84, ""count"": 1}, {""val"": 56, ""count"": 1}, {""val"": 92, ""count"": 1}, {""val"": 81, ""count"": 1}, {""val"": 127, ""count"": 1}, {""val"": 164, ""count"": 1}, {""val"": 83, ""count"": 1}, {""val"": 72, ""count"": 1}, {""val"": 111, ""count"": 1}, {""val"": 67, ""count"": 1}, {""val"": 68, ""count"": 1}, {""val"": 95, ""count"": 1}, {""val"": 156, ""count"": 1}]","[{""val"": 1000.0, ""count"": 135}, {""val"": 2000.0, ""count"": 49}, {""val"": 200.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds005398.v1.0.1
ds005403,0,0,0,,Unknown,Unknown,0,Unknown,127189601509.0,openneuro,Delayed Auditory Feedback EEG/EGG,eeg,"[{""val"": 66, ""count"": 32}]","[{""val"": 10000.0, ""count"": 32}]",CC0,doi:10.18112/openneuro.ds005403.v1.0.1
ds005406,0,0,0,,Unknown,Unknown,0,Unknown,14241904586.0,openneuro,EEG frequency tagging reveals the integration of dissimilar observed actions,eeg,"[{""val"": 64, ""count"": 29}]","[{""val"": 1000.0, ""count"": 29}]",CC0,doi:10.18112/openneuro.ds005406.v1.0.0
ds005407,0,0,0,,Unknown,Unknown,0,Unknown,40639241652.0,openneuro,The effect of speech masking on the subcortical response to speech,eeg,"[{""val"": 2, ""count"": 29}]","[{""val"": 10000.0, ""count"": 29}]",CC0,doi:10.18112/openneuro.ds005407.v1.0.0
ds005408,0,0,0,,Unknown,Unknown,0,Unknown,16418282216.0,openneuro,The effect of speech masking on the subcortical response to speech,eeg,"[{""val"": 2, ""count"": 29}]","[{""val"": 10000.0, ""count"": 29}]",CC0,doi:10.18112/openneuro.ds005408.v1.0.0
ds005410,0,0,0,,Unknown,Unknown,0,Unknown,21213480734.0,openneuro,Semantic_conditioning,['eeg'],"[{""val"": 63, ""count"": 81}]","[{""val"": 1000.0, ""count"": 81}]",CC0,doi:10.18112/openneuro.ds005410.v1.0.1
ds005411,0,0,0,,Unknown,Unknown,0,Unknown,168961242901.0,openneuro,Free Recall of Word Lists with Repeated Items,ieeg,"[{""val"": 120, ""count"": 12}, {""val"": 118, ""count"": 10}, {""val"": 109, ""count"": 9}, {""val"": 153, ""count"": 7}, {""val"": 168, ""count"": 7}, {""val"": 116, ""count"": 6}, {""val"": 122, ""count"": 6}, {""val"": 126, ""count"": 6}, {""val"": 110, ""count"": 6}, {""val"": 182, ""count"": 5}, {""val"": 106, ""count"": 5}, {""val"": 169, ""count"": 4}, {""val"": 192, ""count"": 4}, {""val"": 115, ""count"": 4}, {""val"": 167, ""count"": 4}, {""val"": 108, ""count"": 4}, {""val"": 200, ""count"": 4}, {""val"": 211, ""count"": 4}, {""val"": 155, ""count"": 4}, {""val"": 134, ""count"": 4}, {""val"": 152, ""count"": 4}, {""val"": 105, ""count"": 3}, {""val"": 132, ""count"": 3}, {""val"": 133, ""count"": 3}, {""val"": 121, ""count"": 3}, {""val"": 127, ""count"": 3}, {""val"": 141, ""count"": 3}, {""val"": 44, ""count"": 2}, {""val"": 184, ""count"": 2}, {""val"": 166, ""count"": 2}, {""val"": 99, ""count"": 2}, {""val"": 213, ""count"": 2}, {""val"": 187, ""count"": 2}, {""val"": 55, ""count"": 2}, {""val"": 186, ""count"": 2}, {""val"": 181, ""count"": 2}, {""val"": 160, ""count"": 2}, {""val"": 96, ""count"": 2}, {""val"": 173, ""count"": 2}, {""val"": 84, ""count"": 2}, {""val"": 140, ""count"": 2}, {""val"": 94, ""count"": 2}, {""val"": 195, ""count"": 2}, {""val"": 107, ""count"": 1}, {""val"": 98, ""count"": 1}, {""val"": 230, ""count"": 1}, {""val"": 154, ""count"": 1}, {""val"": 236, ""count"": 1}, {""val"": 159, ""count"": 1}, {""val"": 111, ""count"": 1}, {""val"": 138, ""count"": 1}, {""val"": 128, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 232, ""count"": 1}, {""val"": 210, ""count"": 1}, {""val"": 202, ""count"": 1}, {""val"": 158, ""count"": 1}, {""val"": 123, ""count"": 1}, {""val"": 215, ""count"": 1}, {""val"": 129, ""count"": 1}, {""val"": 119, ""count"": 1}, {""val"": 104, ""count"": 1}, {""val"": 142, ""count"": 1}, {""val"": 176, ""count"": 1}, {""val"": 165, ""count"": 1}, {""val"": 218, ""count"": 1}, {""val"": 239, ""count"": 1}]","[{""val"": 1000.0, ""count"": 150}, {""val"": 2048.0, ""count"": 21}, {""val"": 2000.0, ""count"": 10}, {""val"": 512.0, ""count"": 8}, {""val"": 1024.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds005411.v1.0.1
ds005415,0,0,0,,Unknown,Unknown,0,Unknown,8015284412.0,openneuro,Numbers,ieeg,"[{""val"": 182, ""count"": 2}, {""val"": 194, ""count"": 1}, {""val"": 210, ""count"": 1}, {""val"": 230, ""count"": 1}, {""val"": 228, ""count"": 1}, {""val"": 266, ""count"": 1}, {""val"": 246, ""count"": 1}, {""val"": 188, ""count"": 1}, {""val"": 192, ""count"": 1}, {""val"": 200, ""count"": 1}, {""val"": 224, ""count"": 1}, {""val"": 202, ""count"": 1}]","[{""val"": 1000.0, ""count"": 10}, {""val"": 2000.0, ""count"": 3}]",CC0,doi:10.18112/openneuro.ds005415.v1.0.0
ds005416,0,0,0,,Unknown,Unknown,0,Unknown,22869408883.0,openneuro,Fatigue Characterization of EEG under Mixed Reality Stereo Vision,['eeg'],"[{""val"": 64, ""count"": 23}]","[{""val"": 1000.0, ""count"": 23}]",CC0,doi:10.18112/openneuro.ds005416.v1.0.1
ds005420,0,0,0,,Unknown,Unknown,0,Unknown,390188994.0,openneuro,Resting state EEG with closed eyes and open eyes in females from 60 to 80 years old,eeg,"[{""val"": 20, ""count"": 72}]","[{""val"": 500.0, ""count"": 72}]",CC0,doi:10.18112/openneuro.ds005420.v1.0.0
ds005429,0,0,0,,Unknown,Unknown,0,Unknown,17684554701.0,openneuro,"Auditory oddball comparison (Optimum-1, Learning-oddball, and the local–global paradigm)",eeg,"[{""val"": 64, ""count"": 61}]","[{""val"": 2500.0, ""count"": 57}, {""val"": 5000.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds005429.v1.0.0
ds005448,0,0,0,,Unknown,Unknown,0,Unknown,48025611704.0,openneuro,STReEF,ieeg,"[{""val"": 133, ""count"": 14}, {""val"": 109, ""count"": 2}, {""val"": 95, ""count"": 1}, {""val"": 161, ""count"": 1}]","[{""val"": 2048.0, ""count"": 18}]",CC0,doi:10.18112/openneuro.ds005448.v1.0.0
ds005473,0,0,0,,Unknown,Unknown,0,Unknown,6637997774.0,openneuro,29 By BP,eeg,"[{""val"": 64, ""count"": 58}]","[{""val"": 1000.0, ""count"": 58}]",CC0,doi:10.18112/openneuro.ds005473.v1.0.0
ds005486,0,0,0,,Unknown,Unknown,0,Unknown,398401151423.0,openneuro,PREDICT,eeg,"[{""val"": 66, ""count"": 445}]","[{""val"": 5000.0, ""count"": 399}, {""val"": 25000.0, ""count"": 46}]",CC0,doi:10.18112/openneuro.ds005486.v1.0.1
ds005489,0,0,0,,Unknown,Unknown,0,Unknown,69728763972.0,openneuro,Free Recall with Open-Loop Stimulation at Encoding,ieeg,"[{""val"": 100, ""count"": 12}, {""val"": 64, ""count"": 10}, {""val"": 141, ""count"": 9}, {""val"": 118, ""count"": 8}, {""val"": 96, ""count"": 8}, {""val"": 109, ""count"": 7}, {""val"": 136, ""count"": 7}, {""val"": 88, ""count"": 6}, {""val"": 68, ""count"": 6}, {""val"": 72, ""count"": 6}, {""val"": 126, ""count"": 4}, {""val"": 87, ""count"": 4}, {""val"": 56, ""count"": 4}, {""val"": 75, ""count"": 4}, {""val"": 70, ""count"": 4}, {""val"": 110, ""count"": 4}, {""val"": 76, ""count"": 3}, {""val"": 156, ""count"": 3}, {""val"": 93, ""count"": 3}, {""val"": 85, ""count"": 3}, {""val"": 74, ""count"": 3}, {""val"": 120, ""count"": 3}, {""val"": 58, ""count"": 3}, {""val"": 128, ""count"": 2}, {""val"": 134, ""count"": 2}, {""val"": 104, ""count"": 2}, {""val"": 124, ""count"": 2}, {""val"": 112, ""count"": 2}, {""val"": 80, ""count"": 2}, {""val"": 123, ""count"": 2}, {""val"": 99, ""count"": 2}, {""val"": 138, ""count"": 2}, {""val"": 108, ""count"": 2}, {""val"": 14, ""count"": 1}, {""val"": 163, ""count"": 1}, {""val"": 18, ""count"": 1}, {""val"": 97, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 83, ""count"": 1}, {""val"": 20, ""count"": 1}, {""val"": 177, ""count"": 1}, {""val"": 16, ""count"": 1}, {""val"": 114, ""count"": 1}]","[{""val"": 500.0, ""count"": 90}, {""val"": 1000.0, ""count"": 46}, {""val"": 1600.0, ""count"": 10}, {""val"": 513.0, ""count"": 4}, {""val"": 256.0, ""count"": 2}, {""val"": 499.7071, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds005489.v1.0.3
ds005491,0,0,0,,Unknown,Unknown,0,Unknown,24202629465.0,openneuro,Categorized Free Recall with Open-Loop Stimulation at Encoding,ieeg,"[{""val"": 64, ""count"": 5}, {""val"": 126, ""count"": 5}, {""val"": 88, ""count"": 4}, {""val"": 85, ""count"": 3}, {""val"": 93, ""count"": 3}, {""val"": 113, ""count"": 2}, {""val"": 104, ""count"": 2}, {""val"": 163, ""count"": 2}, {""val"": 116, ""count"": 2}, {""val"": 133, ""count"": 2}, {""val"": 155, ""count"": 2}, {""val"": 72, ""count"": 1}, {""val"": 68, ""count"": 1}, {""val"": 119, ""count"": 1}, {""val"": 146, ""count"": 1}, {""val"": 127, ""count"": 1}, {""val"": 177, ""count"": 1}, {""val"": 92, ""count"": 1}, {""val"": 96, ""count"": 1}, {""val"": 80, ""count"": 1}, {""val"": 14, ""count"": 1}, {""val"": 110, ""count"": 1}, {""val"": 70, ""count"": 1}, {""val"": 124, ""count"": 1}, {""val"": 128, ""count"": 1}, {""val"": 78, ""count"": 1}, {""val"": 16, ""count"": 1}, {""val"": 130, ""count"": 1}, {""val"": 112, ""count"": 1}, {""val"": 115, ""count"": 1}]","[{""val"": 500.0, ""count"": 39}, {""val"": 1600.0, ""count"": 6}, {""val"": 999.0, ""count"": 4}, {""val"": 1000.0, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds005491.v1.0.0
